date_cases,college,cases,Party,State,Masks Required?,Initial Mask Requirement Date
2020-11-05,Chaminade University of Honolulu,,Democratic,Hawaii,Entire State,4/20/2020
2020-11-05,Hawaii Pacific University,1.0,Democratic,Hawaii,Entire State,4/20/2020
2020-11-05,Kapiolani Community College,3.0,Democratic,Hawaii,Entire State,4/20/2020
2020-11-05,Leeward Community College,3.0,Democratic,Hawaii,Entire State,4/20/2020
2020-11-05,University of Hawaii Maui College,1.0,Democratic,Hawaii,Entire State,4/20/2020
2020-11-05,University of Hawaii at Hilo,3.0,Democratic,Hawaii,Entire State,4/20/2020
2020-11-05,University of Hawaii at Manoa,24.0,Democratic,Hawaii,Entire State,4/20/2020
2020-11-05,University of Hawaii-West Oahu,1.0,Democratic,Hawaii,Entire State,4/20/2020
2020-11-05,Boise State University,605.0,Republican,Idaho,Parts of State,
2020-11-05,Brigham Young University-Idaho,119.0,Republican,Idaho,Parts of State,
2020-11-05,College of Idaho ,52.0,Republican,Idaho,Parts of State,
2020-11-05,College of Southern Idaho,156.0,Republican,Idaho,Parts of State,
2020-11-05,Idaho State University,398.0,Republican,Idaho,Parts of State,
2020-11-05,Lewis-Clark State College,64.0,Republican,Idaho,Parts of State,
2020-11-05,North Idaho College,70.0,Republican,Idaho,Parts of State,
2020-11-05,Northwest Nazarene University,59.0,Republican,Idaho,Parts of State,
2020-11-05,University of Idaho,452.0,Republican,Idaho,Parts of State,
2020-11-05,Augustana College,53.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Aurora University,61.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Benedictine University,19.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Blackburn College,,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Bradley University,365.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Chicago State University,18.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Columbia College Chicago,22.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Concordia University Chicago,10.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,DePaul University,22.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Dominican University,54.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Eastern Illinois University,382.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Elmhurst University,41.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Eureka College,25.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Governors State University,22.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Greenville University,36.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Illinois College,12.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Illinois Institute of Technology,69.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Illinois State University,1528.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Illinois Wesleyan University,149.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Kaskaskia College,58.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Knox College,25.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Lake Forest College,7.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Lake Land College,53.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Lewis University,101.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Loyola University Chicago,47.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,McKendree University,135.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Midwestern University at Downers Grove,66.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Millikin University,70.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Monmouth College,44.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Moody Bible Institute,16.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,North Central College,82.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,North Park University,91.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Northeastern Illinois University,87.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Northern Illinois University ,424.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Northwestern University,157.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Olivet Nazarene University,23.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Parkland College,100.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Principia College,2.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Quincy University,186.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Rockford University,67.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Saint Xavier University,79.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,School of the Art Institute of Chicago,12.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Southeastern Illinois College,16.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Southern Illinois University Carbondale,126.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Southern Illinois University Edwardsville,161.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Southwestern Illinois College,,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,University of Chicago,224.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,University of Illinois Springfield,77.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,University of Illinois Urbana-Champaign,3241.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,University of Illinois at Chicago,399.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Western Illinois University,193.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Wheaton College,6.0,Democratic,Illinois,Entire State,5/1/2020
2020-11-05,Anderson University,8.0,Republican,Indiana,Entire State,7/27/2020
2020-11-05,Ball State University,1155.0,Republican,Indiana,Entire State,7/27/2020
2020-11-05,Butler University,179.0,Republican,Indiana,Entire State,7/27/2020
2020-11-05,DePauw University,27.0,Republican,Indiana,Entire State,7/27/2020
2020-11-05,Earlham College,22.0,Republican,Indiana,Entire State,7/27/2020
2020-11-05,Franklin College,55.0,Republican,Indiana,Entire State,7/27/2020
2020-11-05,Goshen College,79.0,Republican,Indiana,Entire State,7/27/2020
2020-11-05,Grace College and Theological Seminary,89.0,Republican,Indiana,Entire State,7/27/2020
2020-11-05,Hanover College,,Republican,Indiana,Entire State,7/27/2020
2020-11-05,Indiana State University,99.0,Republican,Indiana,Entire State,7/27/2020
2020-11-05,Indiana University Bloomington,3369.0,Republican,Indiana,Entire State,7/27/2020
2020-11-05,Indiana University East,27.0,Republican,Indiana,Entire State,7/27/2020
2020-11-05,Indiana University Kokomo,21.0,Republican,Indiana,Entire State,7/27/2020
2020-11-05,Indiana University Northwest,11.0,Republican,Indiana,Entire State,7/27/2020
2020-11-05,Indiana University South Bend,21.0,Republican,Indiana,Entire State,7/27/2020
2020-11-05,Indiana University Southeast,11.0,Republican,Indiana,Entire State,7/27/2020
2020-11-05,Indiana University-Purdue University Indianapolis,141.0,Republican,Indiana,Entire State,7/27/2020
2020-11-05,Manchester University,25.0,Republican,Indiana,Entire State,7/27/2020
2020-11-05,Marian University,64.0,Republican,Indiana,Entire State,7/27/2020
2020-11-05,Oakland City University,2.0,Republican,Indiana,Entire State,7/27/2020
2020-11-05,Purdue University,1853.0,Republican,Indiana,Entire State,7/27/2020
2020-11-05,Purdue University - Purdue Polytechnic Anderson,,Republican,Indiana,Entire State,7/27/2020
2020-11-05,Purdue University - Purdue Polytechnic Columbus,,Republican,Indiana,Entire State,7/27/2020
2020-11-05,Purdue University - Purdue Polytechnic Indianapolis,,Republican,Indiana,Entire State,7/27/2020
2020-11-05,Purdue University - Purdue Polytechnic Kokomo,,Republican,Indiana,Entire State,7/27/2020
2020-11-05,Purdue University - Purdue Polytechnic Lafayette,,Republican,Indiana,Entire State,7/27/2020
2020-11-05,Purdue University - Purdue Polytechnic New Albany,,Republican,Indiana,Entire State,7/27/2020
2020-11-05,Purdue University - Purdue Polytechnic Richmond,,Republican,Indiana,Entire State,7/27/2020
2020-11-05,Purdue University - Purdue Polytechnic South Bend,,Republican,Indiana,Entire State,7/27/2020
2020-11-05,Purdue University - Purdue Polytechnic Vincennes,,Republican,Indiana,Entire State,7/27/2020
2020-11-05,Purdue University Fort Wayne,110.0,Republican,Indiana,Entire State,7/27/2020
2020-11-05,Purdue University Northwest,78.0,Republican,Indiana,Entire State,7/27/2020
2020-11-05,Rose-Hulman Institute of Technology,62.0,Republican,Indiana,Entire State,7/27/2020
2020-11-05,Saint Mary's College,95.0,Republican,Indiana,Entire State,7/27/2020
2020-11-05,Taylor University,29.0,Republican,Indiana,Entire State,7/27/2020
2020-11-05,Trine University,128.0,Republican,Indiana,Entire State,7/27/2020
2020-11-05,University of Evansville,110.0,Republican,Indiana,Entire State,7/27/2020
2020-11-05,University of Indianapolis,175.0,Republican,Indiana,Entire State,7/27/2020
2020-11-05,University of Notre Dame,1208.0,Republican,Indiana,Entire State,7/27/2020
2020-11-05,University of Southern Indiana,392.0,Republican,Indiana,Entire State,7/27/2020
2020-11-05,Valparaiso University,50.0,Republican,Indiana,Entire State,7/27/2020
2020-11-05,Vincennes University,12.0,Republican,Indiana,Entire State,7/27/2020
2020-11-05,Wabash College,29.0,Republican,Indiana,Entire State,7/27/2020
2020-11-05,Buena Vista University,43.0,Republican,Iowa,Parts of State,
2020-11-05,Central College,41.0,Republican,Iowa,Parts of State,
2020-11-05,Clarke University,79.0,Republican,Iowa,Parts of State,
2020-11-05,Coe College,36.0,Republican,Iowa,Parts of State,
2020-11-05,Cornell College,16.0,Republican,Iowa,Parts of State,
2020-11-05,Dordt University,28.0,Republican,Iowa,Parts of State,
2020-11-05,Drake University,42.0,Republican,Iowa,Parts of State,
2020-11-05,Eastern Iowa Community College District,77.0,Republican,Iowa,Parts of State,
2020-11-05,Ellsworth Community College,59.0,Republican,Iowa,Parts of State,
2020-11-05,Graceland University,61.0,Republican,Iowa,Parts of State,
2020-11-05,Grand View University,88.0,Republican,Iowa,Parts of State,
2020-11-05,Grinnell College,11.0,Republican,Iowa,Parts of State,
2020-11-05,Hawkeye Community College,148.0,Republican,Iowa,Parts of State,
2020-11-05,Iowa State University,1518.0,Republican,Iowa,Parts of State,
2020-11-05,Iowa Wesleyan University,133.0,Republican,Iowa,Parts of State,
2020-11-05,Loras College,,Republican,Iowa,Parts of State,
2020-11-05,Luther College,7.0,Republican,Iowa,Parts of State,
2020-11-05,Marshalltown Community College,11.0,Republican,Iowa,Parts of State,
2020-11-05,Morningside College,149.0,Republican,Iowa,Parts of State,
2020-11-05,Northwestern College,78.0,Republican,Iowa,Parts of State,
2020-11-05,Saint Ambrose University,31.0,Republican,Iowa,Parts of State,
2020-11-05,Simpson College,53.0,Republican,Iowa,Parts of State,
2020-11-05,University of Dubuque,50.0,Republican,Iowa,Parts of State,
2020-11-05,University of Iowa,2330.0,Republican,Iowa,Parts of State,
2020-11-05,University of Northern Iowa,261.0,Republican,Iowa,Parts of State,
2020-11-05,Upper Iowa University,73.0,Republican,Iowa,Parts of State,
2020-11-05,Wartburg College,69.0,Republican,Iowa,Parts of State,
2020-11-05,William Penn University,30.0,Republican,Iowa,Parts of State,
2020-11-05,Allen County Community College,16.0,Democratic,Kansas,Parts of State,
2020-11-05,Baker University,80.0,Democratic,Kansas,Parts of State,
2020-11-05,Benedictine College,125.0,Democratic,Kansas,Parts of State,
2020-11-05,Bethel College,132.0,Democratic,Kansas,Parts of State,
2020-11-05,Butler Community College,108.0,Democratic,Kansas,Parts of State,
2020-11-05,Central Christian College,11.0,Democratic,Kansas,Parts of State,
2020-11-05,Dodge City Community College,13.0,Democratic,Kansas,Parts of State,
2020-11-05,Emporia State University,82.0,Democratic,Kansas,Parts of State,
2020-11-05,Fort Hays State University,296.0,Democratic,Kansas,Parts of State,
2020-11-05,Haskell Indian Nations University,,Democratic,Kansas,Parts of State,
2020-11-05,Hesston College,7.0,Democratic,Kansas,Parts of State,
2020-11-05,Hutchinson Community College,32.0,Democratic,Kansas,Parts of State,
2020-11-05,Johnson County Community College,103.0,Democratic,Kansas,Parts of State,
2020-11-05,Kansas State University,945.0,Democratic,Kansas,Parts of State,
2020-11-05,Kansas Wesleyan University,27.0,Democratic,Kansas,Parts of State,
2020-11-05,Labette Community College,5.0,Democratic,Kansas,Parts of State,
2020-11-05,Newman University,39.0,Democratic,Kansas,Parts of State,
2020-11-05,Pittsburg State University,190.0,Democratic,Kansas,Parts of State,
2020-11-05,Southwestern College,59.0,Democratic,Kansas,Parts of State,
2020-11-05,Sterling College,9.0,Democratic,Kansas,Parts of State,
2020-11-05,University of Kansas,1121.0,Democratic,Kansas,Parts of State,
2020-11-05,University of Saint Mary,4.0,Democratic,Kansas,Parts of State,
2020-11-05,Washburn University,105.0,Democratic,Kansas,Parts of State,
2020-11-05,Wichita State University,87.0,Democratic,Kansas,Parts of State,
2020-11-05,Alice Lloyd College,76.0,Democratic,Kentucky,Entire State,7/10/2020
2020-11-05,Asbury Theological Seminary,5.0,Democratic,Kentucky,Entire State,7/10/2020
2020-11-05,Asbury University,9.0,Democratic,Kentucky,Entire State,7/10/2020
2020-11-05,Ashland Community and Technical College,5.0,Democratic,Kentucky,Entire State,7/10/2020
2020-11-05,Beckfield College,1.0,Democratic,Kentucky,Entire State,7/10/2020
2020-11-05,Bellarmine University,156.0,Democratic,Kentucky,Entire State,7/10/2020
2020-11-05,Berea College ,7.0,Democratic,Kentucky,Entire State,7/10/2020
2020-11-05,Big Sandy Community and Technical College,9.0,Democratic,Kentucky,Entire State,7/10/2020
2020-11-05,Bluegrass Community and Technical College,136.0,Democratic,Kentucky,Entire State,7/10/2020
2020-11-05,Campbellsville University,67.0,Democratic,Kentucky,Entire State,7/10/2020
2020-11-05,Centre College,38.0,Democratic,Kentucky,Entire State,7/10/2020
2020-11-05,Clear Creek Baptist Bible College,3.0,Democratic,Kentucky,Entire State,7/10/2020
2020-11-05,Eastern Kentucky University,281.0,Democratic,Kentucky,Entire State,7/10/2020
2020-11-05,Elizabethtown Community and Technical College,27.0,Democratic,Kentucky,Entire State,7/10/2020
2020-11-05,Frontier Nursing University,1.0,Democratic,Kentucky,Entire State,7/10/2020
2020-11-05,Galen College of Nursing-Louisville,8.0,Democratic,Kentucky,Entire State,7/10/2020
2020-11-05,Gateway Community and Technical College,10.0,Democratic,Kentucky,Entire State,7/10/2020
2020-11-05,Georgetown College,150.0,Democratic,Kentucky,Entire State,7/10/2020
2020-11-05,Hazard Community and Technical College,11.0,Democratic,Kentucky,Entire State,7/10/2020
2020-11-05,Henderson Community College,29.0,Democratic,Kentucky,Entire State,7/10/2020
2020-11-05,Hopkinsville Community College,17.0,Democratic,Kentucky,Entire State,7/10/2020
